name	mrna_length	genome_length	exon_count
TBL1X	5874	254739	18
GPR143	1607	40464	9
SHROOM2	7445	162986	10
WWC3	6628	128898	23
CLCN4	4557	78484	13
MID1	3432	172294	10
HCCS	2307	11750	7
DLG5	7477	135798	32
WBP2	1943	9721	8
AMELX	792	7348	6
MSL3L1	3524	9819	9
FRMPD4	6352	583945	17
PRPS2	2517	32850	7
TLR7	4991	23278	3
TLR8	3468	15665	3
TMSB4X	627	2119	3
EGFL6	2381	63953	12
RAB9A	1079	20422	3
TRAPPC2	2833	22367	6
OFD1	3593	34591	23
GPM6B	3216	46253	8
GLRA2	3197	202280	10
FANCB	3008	29656	10
MOSPD2	3169	47893	15
ASB9	1650	26073	7
ASB11	970	31043	7
FIGF	2110	38859	7
PIR	1277	108539	10
BMX	2530	55700	19
ACE2	3393	39982	18
TMEM27	1568	37704	6
ITGB8	8773	84654	14
AP1S2	2282	29171	5
GRPR	2680	30217	3
CTPS2	3934	124652	19
SYAP1	2003	41579	9
CXorf15	2045	55737	10
RBBP7	1940	25681	12
P2RY14	2678	37094	3
NHS	8758	360569	8
SCML1	2677	17513	6
RAI2	2337	2337	1
CXorf20	4609	57951	14
SCML2	4131	115345	15
CDKL5	3429	228023	21
RS1	3030	32420	6
PPEF1	2870	136988	19
OPN1LW	1212	14761	6
PHKA2	4558	91298	33
ALOX12B	2502	15068	15
DSG3	5551	30934	16
PDHA1	1472	15915	11
KIAA1509	7497	146455	31
SH3KBP1	3304	352200	18
WDR64	2498	118076	17
MAP7D2	3532	109788	16
EIF1AX	4430	17330	7
RPS6KA3	7709	116721	22
CNKSR2	3281	277800	22
KLHL34	2840	2840	1
SMPX	885	52139	5
MBTPS2	1759	43120	11
YY2	1118	1118	1
SMS	1687	54113	11
HEATR3	2606	39493	15
ZNF645	1515	1515	1
DDX53	2118	2118	1
PTCHD1	2682	59325	3
PRDX4	920	18869	7
ACOT9	1699	39630	15
SAT1	1033	3022	6
APOO	1094	74558	9
CXorf58	1547	31502	9
KLHL15	2146	39341	4
EIF2S3	3463	23861	12
ZFX	5801	62820	9
PDK3	1593	68989	11
PCYT1B	5446	89149	8
JTV1	1218	14583	4
SOSTDC1	1867	4367	2
ARX	2183	11562	5
MAGEB18	1808	2390	3
MAGEB6	1948	3206	2
MAGEB10	1566	14638	3
WDR42B	3457	3457	1
IL1RAPL1	3612	1369270	11
MAGEB2	1605	4525	2
MAGEB3	2303	7055	5
MAGEB4	2138	2138	1
MAGEB1	1864	8307	4
NR0B1	1535	4907	2
CXorf21	1808	18974	3
GK	3555	77185	19
CEACAM5	3599	21907	10
ZSCAN1	2054	20566	6
FTHL17	813	813	1
DMD	4623	147680	18
TMEM47	4052	30223	3
FAM47B	2104	2104	1
DKFZp667G2110	4786	67993	19
CXorf59	1956	98135	11
FAM47C	3270	3270	1
PRRG1	4481	107918	5
LANCL3	3331	105928	6
XK	5084	46270	3
CYBB	4268	33395	13
DYNLT3	2157	8742	5
SYTL5	2191	92839	16
SRPX	1851	71538	10
RPGR	3071	58365	19
OTC	1931	69252	10
TSPAN7	1797	127433	8
MID1IP1	2355	2624	2
BCOR	6140	46040	15
ATP6AP2	2034	25671	9
CXorf38	1332	17729	7
CRSP2	7984	87226	31
USP9X	12399	150943	45
DDX3X	5394	16872	17
NYX	2713	28277	2
CASK	3122	402925	27
GPR34	1808	8261	3
GPR82	1410	4042	3
MAOA	4072	90659	15
MAOB	2554	115824	15
NDP	1830	24726	3
EFHC2	2462	195006	15
FUNDC1	1145	19312	5
DUSP21	883	883	1
UTX	5410	239063	29
CXorf36	2501	38580	3
ZNF673	2289	27313	6
CHST7	2310	24646	2
SLC9A7	2200	152100	17
RP2	3799	45415	5
NAT8B	830	830	1
RGN	1615	14938	7
NDUFB11	948	2819	3
RBM10	3384	41580	24
UBE1	3465	24267	26
PCTK1	3154	11761	16
USP11	3289	15413	21
ZNF41	3167	35577	5
TIMP1	915	4500	6
CFP	1698	6077	10
ELK1	2817	15100	7
UXT	709	7321	6
ZNF81	3745	85306	7
ZNF182	3487	29127	6
C14orf24	2924	36978	5
ZNF630	2561	13193	5
SSX6	1281	12982	8
SSX5	1384	10544	9
SSX1	1253	12083	8
SSX9	1230	10791	8
SSX3	1273	10280	8
SSX4	1217	9818	8
SLC38A5	2645	11638	17
FTSJ1	1951	10204	13
PORCN	1849	11832	13
EBP	1062	6846	5
RBM3	1857	3969	8
WDR13	2096	7674	9
WAS	1805	7607	12
GATA1	1497	7754	6
HDAC6	4099	22894	29
ERAS	1266	1266	1
PCSK1N	973	4455	3
TIMM17B	948	4695	7
PQBP1	977	5225	7
SLC35A2	1451	8459	5
PIM2	2056	5824	6
OTUD5	2740	35406	9
KCND1	4720	9613	6
GRIPAP1	3032	28542	26
TFE3	3393	16749	11
CCDC120	3971	10994	10
PRAF2	1261	2843	3
WDR45	1625	5473	11
GPKOW	1651	9734	11
FLJ21687	2975	4564	4
PLP2	926	3163	5
LMO6	1990	10871	9
SYP	2433	12397	7
CACNA1F	6069	28310	48
CCDC22	2715	15457	17
FOXP3	1869	13879	12
PPP1R3F	2941	17761	4
GAGE8	518	125595	5
CASP10	2288	46490	10
GAGE4	524	7289	5
FBN1	11626	237414	66
GAGE5	520	7285	5
GAGE7B	500	7265	5
GAGE6	523	7326	5
HNRPA3	5808	11264	11
PAGE1	662	8298	6
PAGE4	493	4665	5
LOC158572	442	785	2
AKAP4	2881	10254	6
CLEC4E	2158	7658	6
KRT84	2073	7822	9
BNC2	12925	461285	7
DGKK	3917	101841	28
ATP2C2	3384	95660	27
BMP15	1178	5823	2
NUDT10	1993	5287	3
LOC340602	1921	1921	1
NUDT11	2373	6588	3
GSPT2	2503	2503	1
MAGED1	2647	99294	13
LOC401589	2369	3396	2
MAGED4	2600	7444	13
XAGE2	710	6743	5
XAGE1	611	5134	4
SSX8	1253	10821	8
SSX7	1340	10840	8
SSX2	1448	10304	9
XAGE5	478	6095	5
XAGE3	483	4773	5
TMEM29	2247	9722	3
GPR173	1697	28737	2
TSPYL2	2801	6160	7
KRT4	2575	8002	9
IQSEC2	5237	48738	14
SMC1A	9723	48547	25
RIBC1	1949	6938	5
HUWE1	13643	121300	81
PHF8	5761	107198	22
FAM120C	4224	111099	16
WNK3	7573	161584	23
TSR2	1323	4876	5
FGD1	4273	50711	18
ITIH5L	4684	49058	13
MAGED2	2055	8275	13
TRO	4639	10613	13
APEX2	1976	7432	6
ALAS2	1940	21923	11
PAGE2B	491	3831	5
PAGE2	480	3764	5
FAM104B	1048	18075	4
PAGE5	739	3750	5
PAGE3	739	6429	5
MAGEH1	1461	1461	1
USP51	2490	2670	2
FOXR2	1925	1925	1
RRAGB	2053	41028	10
KLF8	2541	52621	6
UBQLN2	3298	3298	1
SPIN2B	1258	1864	2
FAAH2	1980	202488	11
ZXDB	5638	5638	1
ZXDA	2870	2870	1
ARHGEF9	5412	120146	10
COX8C	531	1164	2
ASB12	1069	1428	2
MTMR8	2638	127350	14
KIAA1166	2155	60075	5
ZC3H12B	7005	19061	7
LAS1L	2464	22200	14
MSN	3969	74282	13
VSIG4	1770	18306	8
HEPH	4260	104566	21
EDA2R	3368	20391	6
AR	4314	180246	8
OPHN1	7350	390933	25
YIPF6	1193	33415	7
STARD8	4857	78167	14
EFNB1	3335	13172	5
TMEM28	4017	27272	3
EDA	1233	1233	1
DGAT2L4	2124	9397	8
OTUD6A	1689	1689	1
IGBP1	1658	32854	7
DGAT2L6	1708	28218	7
DGAT2L3	986	5594	7
P2RY4	1639	1639	1
ARR3	1292	13489	17
RAB41	1026	2783	8
DENND4A	5874	130347	32
GDPD2	2165	10240	16
TEX11	3139	379777	31
MON2	10378	130766	35
SNX12	642	7444	4
LOC158830	564	2582	6
IL2RG	1451	4145	8
NLGN3	3893	26339	7
GJB1	1613	1969	2
ZMYM3	5492	14473	25
NONO	2677	17550	12
ITGB1BP2	1235	3577	11
TAF1	6135	98185	38
ITGA2	7868	105453	30
OGT	5454	42808	22
ACRC	2791	35173	13
CXCR3	1623	2601	2
RGAG4	4336	4789	2
LOC340527	3978	7714	2
FLJ44635	2268	17566	2
PIN4	1062	16407	4
FLJ20105	4325	34352	3
RPS4X	955	4688	7
CITED1	1182	5289	3
HDAC8	1713	243287	11
PHKA1	4197	133402	32
LOC340529	2236	2236	1
NAP1L2	2530	2530	1
CDX4	854	7331	3
ZCCHC13	840	840	1
SLC16A2	4363	112659	6
RNF12	3314	24398	4
KIAA2022	10693	191573	4
ABCB7	2385	103026	16
UPRT	2145	30472	7
ZDHHC15	1782	150815	12
MAGEE2	2249	2249	1
CXorf26	1195	5264	6
MAGEE1	3628	3628	1
FGF16	349	2365	2
ATRX	10332	280512	35
DKFZp564K142	3881	69064	10
COX7B	456	5921	3
RABL3	3881	55855	8
P18SRP	6851	50517	5
PGAM4	1678	1678	1
PGK1	2318	22554	11
TAF9B	2689	9935	7
CYSLTR1	1513	54957	3
ZCCHC5	2648	3260	2
GPR23	2288	2288	1
P2RY10	1789	16609	4
GPR174	1258	1258	1
ITM2A	1832	7167	6
TBX22	2248	9527	8
FAM46D	3011	24846	3
BRWD3	6085	133539	41
NSBP1	1865	7917	6
SH3BGRL	1739	96421	4
RPS6KA6	2564	128970	23
CXorf43	2870	181250	10
DCST2	2418	15254	15
SATL1	1616	16147	5
MAP1A	10274	14012	6
POF1B	3940	102346	17
CHM	5441	186381	15
DACH2	2229	683963	12
KLHL4	2445	151780	11
CPXCR1	1593	7524	3
TGIF2LX	845	941	2
PABPC5	3446	3986	2
PCDH11X	4723	104703	6
NAP1L3	2675	2675	1
RP1-32F7.2	3156	38057	4
TMUB2	1989	4745	4
RPA4	1540	1540	1
PCDH19	6493	115511	5
TNMD	1303	15048	7
TSPAN6	2069	8000	8
SYTL4	3882	57008	19
CSTF2	2014	20574	14
NOX1	2528	31021	13
XKRX	2846	15463	3
FBXW9	1737	7726	10
CXorf34	3308	42523	14
TMEM35	2041	17491	2
CENPI	2561	63179	21
DRP2	3498	40933	24
TAF7L	2340	24804	13
TIMM8A	1166	3038	2
BTK	2574	36741	19
RPL36A	451	4835	5
IL2	798	5025	4
HNRPH2	2297	5925	2
ARMCX1	2131	4160	4
ARMCX6	1761	2879	2
ARMCX3	3395	4712	5
ARMCX2	2760	4561	5
NXF5	2062	25465	19
CT47.7	1293	3318	3
ZMAT1	6121	7931	2
TCEAL2	1100	2024	3
NGFRAP1L1	857	2346	3
SLC26A2	8071	26660	3
RNGTT	4460	353357	16
C2orf37	5728	50702	14
TMSL8	665	3089	3
ARMCX5	2940	4926	3
GPRASP2	3571	5321	5
BHLHB9	3973	31715	3
LOC286526	1028	1028	1
BEX1	862	1588	3
NXF3	1893	17271	20
TCEAL8	1138	2198	2
TCEAL5	1168	3182	3
BEX2	869	1671	3
TCEAL7	1133	2087	3
WBP5	1084	2016	3
NGFRAP1	955	1725	3
RAB40A	1345	19736	3
TCEAL4	1284	2235	3
TCEAL3	1124	2021	3
TCEAL1	1204	2227	3
MORF4L2	1828	11164	4
TMEM31	730	3122	3
PLP1	3023	15792	7
RAB9B	1049	7208	3
MGC39900	1617	15722	5
H2BFWT	889	2536	3
MCART6	6223	57810	2
CXorf39	2999	24825	6
ESX1	1468	4869	4
IL1RAPL2	2985	1200827	11
TEX13A	1378	1747	3
HECTD1	9134	107366	43
SERPINA7	1559	3870	4
MUM1L1	3957	31630	3
CXorf57	3802	67412	14
RNF128	2675	103177	7
TBC1D8B	2589	47143	12
CLDN2	2959	10458	2
MORC4	3028	44505	13
RBM41	1659	51664	7
NUP62CL	1590	82842	9
CXorf41	1651	37611	7
PRPS1	2050	22497	7
TSC22D3	1742	3255	3
MID2	2523	100962	10
TEX13B	1248	1507	3
VSIG1	3127	34214	7
PSMD10	1544	7410	5
ATG4A	2273	62962	13
COL4A6	6691	282815	45
COL4A5	6427	257622	51
IRS4	3926	3926	1
GUCY2F	3700	109153	20
NXT2	2692	8904	5
KCNE1L	1463	1463	1
ACSL4	5019	92054	16
AMMECR1	5305	123966	5
RGAG1	5425	37277	4
CHRDL1	2470	120520	12
PAK3	2515	124560	18
CAPN6	3567	25420	13
DCX	9405	117367	7
ALG13	1327	7612	4
CXorf45	2052	33795	11
HSP90AA2	3203	3203	1
ZCCHC16	2958	374221	3
AMOT	6513	65938	12
HTR2C	4751	326074	6
IL13RA2	1371	13668	10
LRCH2	4925	123451	21
TRPC1	4066	83462	12
PLS3	3089	89482	16
AGTR2	2448	3817	3
SLC6A14	4519	24834	14
LOC203413	518	1286	2
KLHL13	3124	75077	7
WDR44	4138	103880	20
DOCK11	6624	190238	53
IL13RA1	4005	66937	11
ZCCHC12	2196	3144	4
LONRF3	2605	43235	11
PGRMC1	1863	8166	3
SLC25A43	2773	55409	5
SLC25A5	1225	2871	4
CXorf56	904	25864	7
UBE2A	1794	9879	6
NKRF	3217	17507	3
SEPT6	2608	77646	11
RPL39	401	5138	3
UPF3B	2342	18980	10
RNF113A	1353	1353	1
NDUFA1	475	4885	3
AKAP14	468	7683	4
NKAP	1574	18712	9
PEPP-2	1297	5467	4
OTEX	755	6823	3
ZBTB33	5209	7645	2
FAM70A	3393	52783	10
ATP1B4	3852	20256	8
LAMP2	1867	38481	9
PLK4	3814	18308	16
MCTS1	922	8404	6
C1GALT1C1	1661	4406	2
USP36	5234	44005	20
METT10D	5753	95853	10
GLUD2	2333	2333	1
GRIA3	925	20374	4
BIRC4	8412	53774	7
WDR40C	1421	1421	1
WDR40B	3376	3463	2
ACTRT1	1433	1433	1
SMARCA1	4065	76962	25
OCRL	5152	52277	24
APLN	3115	9589	3
CXorf9	2623	15215	8
ZDHHC9	2895	38554	10
UTP14A	2487	23569	15
BCORL1	6740	74933	13
ELF4	4159	45562	9
AIFM1	2213	36470	16
RAB33A	1107	13071	2
SUHW3	4632	66187	19
SLC25A14	1595	33289	10
GPR119	1006	1006	1
COVA1	4091	279850	15
FLJ30058	3083	31638	12
IGSF1	4434	15774	20
OR13H1	926	926	1
FRMD7	3198	51026	12
RAP2C	3932	15136	4
MBNL3	2659	61540	8
USP26	2792	2792	1
TFDP3	1680	1680	1
GPC4	3714	114142	9
GPC3	2307	449889	8
PHF6	1206	41976	8
HPRT1	1331	40440	9
PLAC1	1126	92641	3
FAM122B	3737	27114	10
FAM122C	1339	47393	7
MOSPD1	2357	27635	6
CXorf48	2159	15289	5
ZNF75	5537	58238	7
ZNF449	4033	18617	5
TTLL7	3646	129775	21
CT45-1	1007	9803	5
CT45-4	1007	25305	5
CT45-3	1007	8031	5
CT45-5	1007	8030	5
CT45-6	1007	8029	5
SAGE1	3045	19435	20
TMEM32	3648	11904	4
FHL1	2375	63829	7
GPR112	9931	115926	26
BRS3	1413	4474	3
HTATSF1	2758	14819	9
VGLL1	1212	24653	5
CD40LG	1832	12213	5
ARHGEF6	5270	115793	22
RBMX	2068	7321	9
GPR101	1526	1526	1
ZIC3	3937	5912	3
FGF13	2675	80092	5
F9	2802	32723	8
MCF2	3653	60923	25
ATP11C	6013	105943	29
LOC347487	1280	9795	3
SOX3	2074	2074	1
CDR1	1299	1299	1
SPANXB1	468	1115	2
SPANXB2	468	1115	2
LDOC1	1370	1370	1
SPANXC	403	1050	2
SPANXA2	417	1064	2
SPANXA1	384	1031	2
SPANXD	384	1031	2
SPANXE	441	1088	2
MAGEC3	1931	59516	8
MAGEC1	4278	5503	4
MAGEC2	1992	2947	3
SPANXN4	300	8232	2
SLITRK4	3356	7075	2
SPANXN2	1376	9461	2
UBE2NL	1183	1183	1
SPANXN1	1276	9285	2
SLITRK2	5007	8009	5
CXorf1	2441	2441	1
FMR1	4335	39103	17
FMR1NB	1014	45332	6
AFF2	13745	500068	21
CXorf40A	1365	6297	6
MAGEA9	1802	5795	4
HSFX1	2011	181600	3
TMEM185A	2820	35360	7
MAGEA11	1882	5189	5
MAGEA8	1777	4613	3
CXorf40B	1339	6301	5
OR7E24	1020	1020	1
CEACAM3	1151	15058	7
MTM1	3412	104546	15
MTMR1	2731	71706	16
CD99L2	3604	132370	11
HMGB3	3554	7484	5
GPR50	1939	4813	3
LOC203547	4687	12131	3
PASD1	3161	113116	16
PRRG3	1594	3235	4
FATE1	1067	7155	5
CNGA2	3285	10819	7
MAGEA4	1722	12280	3
GABRE	3152	21556	9
MAGEA5	1692	3919	3
MAGEA10	1592	4117	5
GABRA3	1886	283299	10
GABRQ	2000	15189	9
MAGEA6	1698	3570	3
CSAG3A	787	6294	5
CSAG2	788	997	2
MAGEA2	1979	3977	4
MAGEA2B	1614	1694	2
MAGEA12	1649	3877	2
CSAG1	873	6289	5
MAGEA3	1723	3588	3
CETN2	1078	3429	5
NSDHL	1563	38397	8
PNMA5	3194	3388	2
PNMA6A	2209	2537	2
MAGEA1	1676	4562	3
TREX2	1254	1767	2
UCHL5IP	1363	22966	10
BGN	2380	14594	8
ATP2B3	6420	46808	20
FAM58A	1237	11199	5
DUSP9	2284	8789	4
PNCK	1525	4558	12
SLC6A8	3917	8649	13
BCAP31	1323	23935	8
ABCD1	3613	19843	10
PLXNB3	6145	15085	36
SRPK3	1947	4677	15
IDH3G	1473	8746	13
SSR4	636	3860	6
PDZD4	3745	28381	8
L1CAM	4525	13925	28
AVPR2	1803	2270	3
ARHGAP4	3235	18868	22
ARD1A	882	5092	8
RENBP	1470	9510	11
PMS2	2835	35867	15
MKI67	12683	29732	15
CXorf12	1411	10400	2
IRAK1	3481	9386	14
MECP2	10182	75866	4
OPN1MW	1094	13364	6
CXorf2	1524	24506	5
TKTL1	2513	34548	13
RAB1B	1953	8906	6
METTL9	3191	57936	5
HDHD2	2184	43090	7
SAFB2	3317	35928	21
EMD	1147	2095	6
RPL10	2171	3963	7
DNASE1L1	3147	7997	8
TAZ	1901	10185	11
ATP6AP1	2099	7885	10
GDI1	2217	6292	11
FAM50A	1311	6489	13
PLXNA3	6745	15362	33
UBL4A	2303	2875	4
SLC10A3	2124	3348	2
FAM3A	1606	9868	9
IKBKG	2102	17199	10
CTAG1A	747	1657	3
CTAG1B	745	1655	3
CTAG2	746	1590	3
GAB3	4717	75802	10
DKC1	2454	14811	15
MPP1	2000	26796	12
F8	2598	50508	5
H2AFB1	515	515	1
H2AFB3	515	515	1
F8A1	1701	1701	1
F8A2	1115	1115	1
F8A3	1115	1115	1
FUNDC2	2963	30127	5
MTCP1	1938	9734	7
BRCC3	2838	51639	11
VBP1	1777	23547	6
RAB39B	3482	6326	2
CLIC2	2684	58485	6
H2AFB2	348	348	1
TMLHE	2835	122825	8
SPRY3	9038	14667	2
SYBL1	2570	62402	8
IL9R	2153	13237	9
SRY	896	896	1
RPS4Y1	895	25373	7
ZFY	4556	46346	8
TGIF2LY	859	955	2
PCDH11Y	4710	105219	6
AMELY	801	8109	6
TBL1Y	2406	180997	19
PRKY	7214	107573	8
TSPY1	1159	2795	6
USP9Y	10040	159609	46
DDX3Y	4410	15614	17
UTY	6522	232288	28
TMSB4Y	1662	2451	2
VCY1B	544	736	2
VCY	548	740	2
NLGN4Y	5309	319073	6
XKRY2	1579	1579	1
XKRY	1579	1579	1
CDY2B	1960	1960	1
CDY2A	1959	1959	1
HSFY2	1443	1921	2
HSFY1	1426	1904	2
CD24	2180	2180	1
CYorf15A	1970	22941	4
CYorf15B	5520	12046	5
JARID1D	5485	39522	27
EIF1AY	1389	17429	7
RBMY1A1	1716	14422	11
RBMY1B	1885	14413	12
RBMY1E	1879	14407	12
RBMY1D	1879	14407	12
PRY2	1238	24252	5
PRY	1238	24252	5
RBMY1J	1879	14399	12
RBMY1F	1879	14399	12
BPY2B	1202	21199	9
BPY2C	1202	21199	9
BPY2	1202	21199	9
DAZ4	3818	69632	23
DAZ1	3835	69649	23
DAZ2	3756	71875	23
DAZ3	3387	71794	19
CDY1B	2366	2786	2
CDY1	2366	2786	2
FLJ16126	1983	1983	1
LOC644083	2336	2336	1
CDC42	1512	38176	6
FLJ38020	2289	21993	19
NFASC	10079	194127	27
FLJ45557	4407	60733	6
C21orf25	5845	41580	13
LOC643923	972	1479	3
DKFZP779L1853	3703	3703	1
ETV4	2391	18551	13
FLJ41484	3249	3249	1
CBLN3	2335	2983	3
FLJ43390	2927	2927	1
C14orf173	2947	11780	15
FAM7A2	1015	12133	7
ETFA	1402	95230	12
SV2B	5309	69546	12
TBC1D24	4329	28340	7
EEF2K	7411	82474	18
C16orf3	994	994	1
LOC339229	619	1552	2
FLJ35776	1966	4239	3
FLJ45743	2558	187650	9
C19orf36	961	2716	9
FLJ44894	3318	31840	4
C19orf46	1541	5671	8
STRN4	3208	26951	18
LOC284361	2033	6872	8
ZNF137	2483	3468	3
FLJ42562	3023	17284	12
MDH1B	2328	27560	12
FLJ45032	3962	6377	2
TR2IT1	1133	36776	4
C3orf65	1924	4876	2
FOXD1	2266	2266	1
RBM12B	5104	9497	3
FLJ16793	2355	6720	6
GPX3	1760	8555	5
FLJ25439	1354	60294	11
PPARD	3732	85619	8
FLJ44124	3012	3012	1
LOC441212	3348	21045	3
FLJ16734	2218	2218	1
FLJ36840	2518	2518	1
XKR6	3758	305219	3
MGC20983	2162	14709	13
KLK10	2968	6955	6
FLJ46309	3032	3032	1
LOC646962	950	950	1
RNF38	5087	63896	12
CCRK	2363	8307	8
FSD1L	654	24094	4
KIAA1984	1703	11391	14
LCN12	688	3181	6
FLJ40292	1749	1749	1
CHIC1	4156	121201	6
CRIP3	956	3320	8
CLCA3	3411	21100	15
CNOT2	3279	111996	16
C19orf55	2147	11034	11
FKRP	3549	12438	4
ZNF808	1136	1304	2
NAT5	1078	16332	6
GNG10	1243	8664	3
ZNF236	8121	146565	31
PGPEP1	7084	29356	5
ZNF674	2689	46331	6
FLJ39198	3890	3890	1
LOC642980	4066	4066	1
FLJ38596	2125	2243	2
FLNA	8278	22755	46
FLJ44838	4199	5884	2
FLJ40606	2480	4506	2
FLJ46120	3057	3081	2
LOC643079	3029	3029	1
FLJ43763	2007	3080	2
RBMX2	1527	11374	6
HS6ST2	4567	335375	6
NAT2	1317	9969	2
KIAA1718	9176	92194	20
GLMN	2030	52610	19
ZNF384	3285	22182	9
INTS6	6972	91574	19
CD79B	1260	3606	6
TSHZ1	4966	79170	2
CD79A	1257	4249	5
RSAD2	3512	20568	6
SEPT5	3525	10311	12
GP1BB	958	1232	2
CDH9	3075	157981	12
ANKRD55	1719	17271	4
LOC440896	4387	7964	5
SLC25A33	1460	43303	7
BMP8A	5624	38222	7
TOMM40L	2676	4573	10
PLCD1	2649	22145	15
BRAF	2474	190280	18
RAB3IP	9345	84352	11
DEPDC4	1152	14814	5
PRIMA1	3650	70123	5
GPX4	938	2851	7
FLJ45909	3017	10421	12
C22orf26	1836	3686	2
CD200	2288	29741	7
HD	13474	169279	67
C7orf44	857	90225	6
RG9MTD1	1610	4376	2
SLC22A10	1611	14737	9
CCDC122	3461	25598	7
NKX6-3	551	1050	2
CXorf22	3605	70411	16
DSCR9	1643	13233	3
DKFZP686E2158	2880	4757	3
FAM78B	1597	96950	3
SULT4A1	2465	37992	7
CCL28	815	30888	3
LRRK1	7629	150856	34
CD207	1867	5606	6
C1orf62	3041	41185	16
C10orf91	737	3111	3
PDDC1	4361	10264	8
RNF152	1805	78001	2
C6orf78	1310	29836	3
CCDC17	1872	3957	11
VPS45	2816	78163	15
ANXA8L1	2039	16137	12
ANXA8	2027	16119	12
TMEM10	3517	16116	4
TM2D3	1324	10541	5
KLC3	1793	10781	13
CD37	1207	5183	8
KLK14	1133	6349	7
XDH	5717	80424	36
CD8A	2201	6399	6
D4S234E	2594	32802	5
APOA1BP	1119	2532	6
ANKRD27	4453	78196	29
JAZF1	3196	350242	5
GTF2IRD2B	3584	57276	16
GNG11	952	4809	2
FBXO24	1335	9374	7
FAM3C	2502	47518	10
HTR5A	2400	14914	2
ENPP2	3120	81788	25
ALG2	2830	5540	2
HSD17B10	936	3118	6
ASB15	2706	28821	10
MCART1	1395	16748	3
C9orf89	905	17115	6
ZRSR2	1488	32786	11
SYN1	3209	47956	13
GNL3L	6826	35330	16
NBPF1	4339	49571	29
PQLC2	2254	17054	8
CSMD2	13108	651835	70
FAM12A	878	2440	2
HDC	2405	23780	12
QPCTL	1500	48080	8
KIF26B	7287	548142	15
OR2F1	1089	1089	1
HACL1	2027	40889	17
PLK2	2783	6102	14
PNOC	1194	26218	4
NFIB	8158	232098	9
TRPC5	5840	308463	11
PAXIP1	3711	59282	21
RIPK2	2584	33323	11
LUZP4	1726	17828	4
XPNPEP2	3333	30580	21
GPR157	1153	24754	4
C1orf14	2364	53553	10
GPR158	6660	426866	11
NTN4	3614	132953	10
KIAA1840	7787	100982	40
RILP	1789	3946	8
MYCBPAP	3122	23050	19
SPIRE1	5401	211401	16
KIAA1632	12697	119731	44
UXS1	2083	101036	15
B3GNT5	4122	20147	2
MRS2L	3341	22657	11
PBOV1	2499	2499	1
NPVF	1186	3913	3
PPP1R9A	9689	388777	16
MLZE	2713	38692	14
CDKAL1	2408	697077	16
SLC2A12	5599	65071	5
CCDC126	2472	47329	4
TMEM164	1307	170412	7
BAT1	2131	12228	11
GAGE7	495	7260	5
DCAMKL2	3584	178503	16
TBCA	679	85191	4
C5orf14	3689	27864	5
HTR4	1481	203147	7
NO145	3127	87476	30
CCDC90A	1228	23769	9
CD83	2472	19282	5
TRMT11	1949	52843	13
PEX1	4381	41508	24
PEG10	6615	13368	2
PDK4	3696	13113	11
YTHDC1	6248	39719	17
THAP9	3875	19285	5
HADH	1911	45391	8
PRKAA1	5084	38816	9
TMCO6	1887	5976	12
SPINK9	453	4291	4
SH3TC2	26578	81023	17
VARS	4290	18414	30
HECW1	6839	450741	30
PHKG1	1431	12015	10
WBSCR16	2377	33416	11
PON3	1189	36502	9
PMPCB	3918	17260	13
ZRF1	2211	32399	17
TRIM35	4227	26431	6
DDX26B	3793	61851	17
PPP4R1	3915	67809	20
SH3GLB1	6372	43610	9
CHST6	6884	21904	3
SENP3	2483	9967	11
LOC283677	923	116853	6
OR52A1	937	937	1
ZNF813	4178	26548	4
LOC340204	575	7109	3
NUS1	4805	35268	5
LOC139886	4111	4111	1
KIAA0562	3759	42454	22
ZNF592	8177	57844	11
C16orf7	2749	13854	15
ZNF264	12160	31344	4
PREPL	4625	40987	13
FAM47A	2556	2556	1
SHROOM4	9556	222398	9
LOC653216	334	5575	4
CLTCL1	5512	112251	33
SLC25A27	2957	25247	9
LOC51136	2015	12394	9
GGTL3	2638	28137	15
C21orf51	858	13662	4
FAM19A5	2577	182908	4
TTLL3	3440	26635	12
SH3BP5	2793	77748	9
ODAM	1287	8049	11
ASAHL	1732	30359	9
CCDC98	2819	24193	9
CEP72	2412	41260	12
GLCCI1	4742	120285	8
COPG2	1733	70821	13
MSR1	3760	84913	10
AIM1L	1831	32250	4
RNF31	3556	13212	21
C18orf45	2990	141945	15
PXDN	6820	112632	23
ANKZF1	2578	6912	14
EAF1	4487	15056	6
MOBP	3075	48423	4
KLHL6	6320	68181	7
HMGCLL1	2469	144840	9
FLJ20323	3316	40488	13
CEP63	5326	79296	12
PPP2R2C	4091	61292	9
STK17A	3932	44286	7
JMJD2C	4656	417994	22
JARID1C	6711	33951	26
KRTAP13-1	745	745	1
RPS4Y2	886	24963	7
BDP1	11076	112209	39
CAST	4502	112443	30
PPP1R11	1660	3175	3
B3GAT2	1924	95719	4
MAL2	2817	37302	4
GLIS3	6666	328056	10
OBP2A	688	3830	7
MST4	3105	52727	11
FILIP1L	3961	281361	6
UBTD2	3015	74146	3
C20orf175	4282	50781	22
TPTE	2132	84178	23
BAK1	2192	7747	6
BIN3	1845	48713	9
C4orf31	2871	36892	4
ARSK	3344	49981	8
C6orf204	3335	186782	13
C11orf17	1306	8924	6
ADAMTS20	5732	197712	39
GEMIN8	3170	23190	5
